dp_id,mistakes
5ec3a8d3a2ac22245c052104,"[{""x"":0.25009167583425007,""y"":0.24503095470837408,""w"":0.008311942305341647,""h"":0.01650917779950039,""type"":""1""},{""x"":0.5147971587282181,""y"":0.3341298287534855,""w"":0.006193211913784022,""h"":0.01969515948010572,""type"":""1""},{""x"":0.5164269513371086,""y"":0.2976358567756426,""w"":0.00586725339200594,""h"":0.01679881249773722,""type"":""1""},{""x"":0.5961238099118552,""y"":0.16596068208971432,""w"":0.0083119423053416,""h"":0.019115890083632063,""type"":""0""},{""x"":0.8557633541131892,""y"":0.1362248530707312,""w"":0.006845128957340185,""h"":0.01216465732594766,""type"":""4""},{""x"":0.870614839261704,""y"":0.3532095144998371,""w"":0.008800880088008863,""h"":0.01911589008363198,""type"":""4""},{""x"":0.990221244346657,""y"":0.8461798390113802,""w"":0.007605698841489011,""h"":0.013516285917719641,""type"":""4""}]"
5ec3a8d3a2ac22245c052101,"[{""x"":0.47306088633554777,""y"":0.4193789749345304,""w"":0.010647978378084691,""h"":0.01506100430831612,""type"":""0""},{""x"":0.521194094718114,""y"":0.1114128139217745,""w"":0.009126838609786851,""h"":0.0100406695388774,""type"":""5""},{""x"":0.7301063439677298,""y"":0.29705658737916785,""w"":0.009289817870676034,""h"":0.01824698598892145,""type"":""0""}]"
5ec3a8d3a2ac22245c0520ff,"[{""x"":0.2673267326732674,""y"":0.12780131059700947,""w"":0.007823004522674478,""h"":0.015061004308316162,""type"":""1""},{""x"":0.28069103206616963,""y"":0.08725245284385064,""w"":0.006845128957340185,""h"":0.01100611853300026,""type"":""1""},{""x"":0.5124067962351792,""y"":0.36957387495021904,""w"":0.005867253392005846,""h"":0.015061004308316162,""type"":""0""},{""x"":0.5104510451045102,""y"":0.8161905796314393,""w"":0.006519170435562104,""h"":0.013902465515368802,""type"":""4""},{""x"":0.8240231430550455,""y"":0.8380942036856015,""w"":0.009778755653343109,""h"":0.016219543101263605,""type"":""1""},{""x"":0.7891048364095667,""y"":0.6370877231092286,""w"":0.011082589740455529,""h"":0.011585387929473919,""type"":""5""},{""x"":0.7499898137961949,""y"":0.24723941928243026,""w"":0.007497046000896349,""h"":0.01274392672242132,""type"":""5""},{""x"":0.7447744774477453,""y"":0.1904710184280079,""w"":0.01140854826223361,""h"":0.011585387929473919,""type"":""5""}]"
5ec3a8fe730e95cbc80858cc,"[{""x"":0.5339200586725338,""y"":0.546335517661683,""w"":0.00847492156623078,""h"":0.02143296766952686,""type"":""2""},{""x"":0.5368536853685367,""y"":0.37709230899194984,""w"":0.007171087479118267,""h"":0.017957351290684664,""type"":""2""},{""x"":0.5619524915454502,""y"":0.20389075944631396,""w"":0.006519170435562104,""h"":0.01564027370478982,""type"":""1""},{""x"":0.8350106615599832,""y"":0.7470644316522451,""w"":0.007605698841489105,""h"":0.017378081894211004,""type"":""1""}]"
5ecf2ff3ab6ed5c7ce4a0fc6,"[{""x"":0.22393350446155724,""y"":0.32447131610811414,""w"":0.007823004522674525,""h"":0.01390246551536876,""type"":""1""},{""x"":0.5070284806258406,""y"":0.8123167155425218,""w"":0.005378315609338677,""h"":0.013033561420658231,""type"":""1""},{""x"":0.5241956294394874,""y"":0.17146374135621448,""w"":0.006953781797932942,""h"":0.00926831034357916,""type"":""5""},{""x"":0.7767591573972216,""y"":0.2783389450056117,""w"":0.006084559073191172,""h"":0.01158538792947396,""type"":""1""}]"
5ecf71640006db9b1da8c955,"[{""x"":0.5321544500129031,""y"":0.1760375559658716,""w"":0.008257615885045269,""h"":0.01158538792947394,""type"":""1""},{""x"":0.606527319398607,""y"":0.5140533169207,""w"":0.006193211913784022,""h"":0.01100611853300026,""type"":""0""},{""x"":0.7854378030395632,""y"":0.42884037507693534,""w"":0.009126838609786945,""h"":0.012743926722421403,""type"":""1""}]"
5ec4c9a6ce7cf4e480e13623,[]
5ed0965864a59f3df06e940d,"[{""x"":0.23436417715845653,""y"":0.27558741537236164,""w"":0.005215336348449683,""h"":0.01042684913652652,""type"":""1""},{""x"":0.09941734914232135,""y"":0.9652438362115782,""w"":-0.014342174958236581,""h"":0.02085369827305304,""type"":""5""},{""x"":0.4977024451416344,""y"":0.5842897312431364,""w"":0.007171087479118361,""h"":0.011585387929474002,""type"":""1""},{""x"":0.48820437599315497,""y"":0.7119462244910275,""w"":0.009778755653343109,""h"":0.01477136961007929,""type"":""1""},{""x"":0.4808703092531476,""y"":0.8431507427923206,""w"":0.006356191174673016,""h"":0.013902465515368636,""type"":""1""},{""x"":0.9393717149492726,""y"":0.011006118533000252,""w"":0.009778755653343203,""h"":0.011006118533000252,""type"":""5""}]"
5ed850c2c404451ed9963d1a,"[{""x"":0.7283950617283951,""y"":0.01351628591771961,""w"":0.008257615885045269,""h"":0.012743926722421346,""type"":""2""}]"
5ed709068aa3002553ebbab7,[]
5ed7063daa8745ad316c6b1a,"[{""x"":0.9022124434665689,""y"":0.5717388943195395,""w"":0.007823004522674525,""h"":0.023460410557184834,""type"":""5""},{""x"":0.9075907590759076,""y"":0.6247420440968826,""w"":0.007823004522674525,""h"":0.01216465732594766,""type"":""5""},{""x"":0.9251925192519254,""y"":0.7229282067991744,""w"":0.011245569001344524,""h"":0.01998479417834255,""type"":""5""},{""x"":0.9455649268630567,""y"":0.8183990442054961,""w"":0.009778755653343203,""h"":0.011585387929474002,""type"":""5""}]"
5ec578f072632e48a4700fbb,"[{""x"":0.16304037811188526,""y"":0.13323196118895045,""w"":0.014342174958236557,""h"":0.01390246551536872,""type"":""5""},{""x"":0.11170191093183389,""y"":0.3426378480141926,""w"":0.010267693436010278,""h"":0.016509177799500348,""type"":""5""},{""x"":0.8947153974656725,""y"":0.20216501936932038,""w"":0.009344144290972177,""h"":0.015447183905965282,""type"":""5""},{""x"":0.899930733814122,""y"":0.24232769752483016,""w"":0.011082589740455529,""h"":0.01390246551536876,""type"":""5""}]"
5ed74cfd93fbca4e834cb56e,[]
5ed75d64dd6089037e448dfb,[]
5ed73fa1aa4f74e0cddc6789,"[{""x"":0.24638389764902416,""y"":0.08920748705694942,""w"":0.016623884610683294,""h"":0.035335433184895564,""type"":""5""},{""x"":0.05036059161471703,""y"":0.9374389051808407,""w"":0.007334066740007332,""h"":0.012164657325947494,""type"":""4""},{""x"":0.6002797810645277,""y"":0.29957882287631427,""w"":0.005215336348449589,""h"":0.010426849136526561,""type"":""4""},{""x"":0.802795094324247,""y"":0.33761751324475336,""w"":0.011951812465197113,""h"":0.021626057468351362,""type"":""5""}]"
5ec578f072632e48a4700efb,"[{""x"":0.09534286762009535,""y"":0.9226675355707613,""w"":0.011245569001344581,""h"":0.02346041055718475,""type"":""5""},{""x"":0.09876543209876543,""y"":0.9582926034538938,""w"":0.005378315609338712,""h"":0.01216465732594766,""type"":""5""},{""x"":0.5312309008678648,""y"":0.41899279533688233,""w"":0.009778755653343109,""h"":0.01621954310126352,""type"":""5""},{""x"":0.5230819378234123,""y"":0.4074074074074084,""w"":0.006519170435562104,""h"":0.00984757974005286,""type"":""5""},{""x"":0.5309049423460868,""y"":0.2706998298396155,""w"":0.01238642382756795,""h"":0.01390246551536876,""type"":""5""},{""x"":0.5312309008678652,""y"":0.17801672640382385,""w"":0.010756631218677447,""h"":0.015061004308316141,""type"":""5""},{""x"":0.5589373752190037,""y"":0.11469534050179213,""w"":0.010104714175121191,""h"":0.02027442887657938,""type"":""5""},{""x"":0.5602412093061159,""y"":0.07646356033452807,""w"":0.005215336348449683,""h"":0.015061004308316141,""type"":""5""},{""x"":0.8067065965855845,""y"":0.33336953767061284,""w"":0.009452797131565027,""h"":0.01621954310126352,""type"":""5""},{""x"":0.8516888725909628,""y"":0.37333912602729796,""w"":0.007171087479118361,""h"":0.01216465732594766,""type"":""5""},{""x"":0.9207920792079208,""y"":0.9652438362115782,""w"":0.0081489630444527,""h"":0.02548785344484264,""type"":""5""}]"
5ec578f072632e48a4700efa,"[{""x"":0.2180662510695514,""y"":0.24488613735925566,""w"":0.009126838609786898,""h"":0.01158538792947396,""type"":""5""},{""x"":0.10153607953387928,""y"":0.7923319213641795,""w"":0.01271238234934602,""h"":0.02432931465189532,""type"":""5""},{""x"":0.8108263501247246,""y"":0.5773425211895942,""w"":0.008474921566230687,""h"":0.01621954310126352,""type"":""5""},{""x"":0.7820152385608931,""y"":0.4093543962122219,""w"":0.013364299392902288,""h"":0.01506100430831612,""type"":""5""},{""x"":0.9833761153893168,""y"":0.26298830599905876,""w"":0.010104714175121191,""h"":0.01853662068715832,""type"":""5""}]"
5ec578f072632e48a4700edc,"[{""x"":0.46131279794646174,""y"":0.10397885666702869,""w"":0.006084559073191265,""h"":0.01119920833182484,""type"":""5""},{""x"":0.4928221217183451,""y"":0.08582841557751951,""w"":0.006953781797932848,""h"":0.01274392672242134,""type"":""5""},{""x"":0.8839587662469952,""y"":0.00463415517178958,""w"":0.006845128957340185,""h"":0.009268310343579163,""type"":""2""}]"
5ed7467b29a91c94a1c2d464,[]
5ec578f072632e48a4700ed9,"[{""x"":0.8599464884760082,""y"":0.5404100744602537,""w"":0.009452797131565027,""h"":0.02780493103073744,""type"":""5""},{""x"":0.9447500305586114,""y"":0.9513413706962094,""w"":0.007823004522674525,""h"":0.04518301292494836,""type"":""1""}]"
5ec3a8d3a2ac22245c052030,"[{""x"":0.2311860815711201,""y"":0.6150875541556542,""w"":0.014559480639421953,""h"":0.03128054740957972,""type"":""5""},{""x"":0.17783753684010375,""y"":0.894572969841787,""w"":0.006193211913783975,""h"":0.010426849136526686,""type"":""5""},{""x"":0.33542037331305163,""y"":0.11376207314080672,""w"":0.008402486339168866,""h"":0.014932277775766414,""type"":""5""},{""x"":0.7461100019466955,""y"":0.09500018102168638,""w"":0.007243522706180136,""h"":0.010813028734175702,""type"":""5""}]"
5ec3a8d3a2ac22245c05202e,"[{""x"":0.03210691439514322,""y"":0.07849100322218602,""w"":0.01629792608890519,""h"":0.02780493103073747,""type"":""1""},{""x"":0.19280446563174833,""y"":0.6722421346077257,""w"":0.0078230045226745,""h"":0.01969515948010572,""type"":""1""},{""x"":0.5159742311679733,""y"":0.23814408521696454,""w"":0.006845128957340185,""h"":0.01216465732594766,""type"":""5""},{""x"":0.5107588948195236,""y"":0.24509531797464895,""w"":0.006193211913783928,""h"":0.01216465732594766,""type"":""1""},{""x"":0.9993480829564438,""y"":0.0005792693964736975,""w"":-0.007823004522674525,""h"":0.00926831034357916,""type"":""1""}]"
5ecb197d77f45930b0e7b972,"[{""x"":0.025913702481359244,""y"":0.20390282755874153,""w"":0.02020942835024244,""h"":0.01042684913652652,""type"":""1""},{""x"":0.0004889377826671555,""y"":0.30730241482929654,""w"":0.008800880088008802,""h"":0.02954273922015854,""type"":""1""},{""x"":0.1575104012458859,""y"":0.8936075208476641,""w"":0.009126838609786922,""h"":0.03591470258136933,""type"":""1""},{""x"":0.20021096759881746,""y"":0.8138614339331185,""w"":0.005505077256696877,""h"":0.017506808426760584,""type"":""5""},{""x"":0.21949081053510006,""y"":0.7045726077984142,""w"":0.007388393160303686,""h"":0.010813028734175764,""type"":""5""},{""x"":0.23263780424681693,""y"":0.6060002654984733,""w"":0.01466813348001471,""h"":0.03070127801310598,""type"":""1""},{""x"":0.9168805769465836,""y"":0.08341479309221249,""w"":0.011408548262233517,""h"":0.015061004308316141,""type"":""5""},{""x"":0.9207920792079208,""y"":0.105427030158213,""w"":0.010756631218677353,""h"":0.0208536982730531,""type"":""5""},{""x"":0.9429572586888318,""y"":0.20332355816226796,""w"":0.010213367015713853,""h"":0.02123987787070224,""type"":""5""},{""x"":0.9442610927759439,""y"":0.23190084838830366,""w"":0.01216911814638253,""h"":0.013516285917719641,""type"":""5""},{""x"":0.9625147699955181,""y"":0.2979375595863052,""w"":0.012386423827567857,""h"":0.02259150646247418,""type"":""5""},{""x"":0.9810944057368699,""y"":0.36397427078430666,""w"":0.0081489630444527,""h"":0.01679881249773726,""type"":""5""},{""x"":0.8798842847247689,""y"":0.9187091946948578,""w"":0.007388393160303686,""h"":0.02239841666364968,""type"":""4""},{""x"":0.8506498798027948,""y"":0.936795272518092,""w"":0.009126838609786851,""h"":0.012357747124772325,""type"":""1""},{""x"":0.8591248013690255,""y"":0.9433603256781273,""w"":0.009126838609786851,""h"":0.025487853444842806,""type"":""5""}]"
5ecf49d13e30f86f4b2e65b8,"[{""x"":0.9391544092680874,""y"":0.2278459626129876,""w"":0.012386423827568044,""h"":0.01119920833182484,""type"":""5""}]"
5ecf42ae878899e57e18b723,[]
5ec3a8d3a2ac22245c052034,"[{""x"":0.1554414700729332,""y"":0.553672930017016,""w"":0.01238642382756795,""h"":0.012743926722421403,""type"":""1""},{""x"":0.1430550462453653,""y"":0.6046486369067013,""w"":0.017275801654239482,""h"":0.016219543101263605,""type"":""2""},{""x"":0.11139632481766694,""y"":0.9189022844936823,""w"":0.01043067269689932,""h"":0.02027442887657938,""type"":""1""},{""x"":0.5004278205598341,""y"":0.6781796459215816,""w"":0.01857963574135188,""h"":0.022591506462474265,""type"":""1""},{""x"":0.49944994499449996,""y"":0.6040331631729483,""w"":0.006519170435562104,""h"":0.01390246551536872,""type"":""1""},{""x"":0.4867375626451543,""y"":0.21881901451793961,""w"":0.008474921566230687,""h"":0.009268310343579118,""type"":""1""}]"
5ec4bf18ce7cf4e480e1310f,"[{""x"":0.7409716280270023,""y"":0.5156463077610031,""w"":0.009561449972157783,""h"":0.02046751867540396,""type"":""5""},{""x"":0.7791268838818061,""y"":0.7429451826106546,""w"":0.009778755653343109,""h"":0.01390246551536872,""type"":""5""},{""x"":0.48025913702481365,""y"":0.7426957749538394,""w"":0.006519170435562104,""h"":0.01795735129068458,""type"":""5""},{""x"":0.4914503796058611,""y"":0.9714227097739643,""w"":0.008692227247416107,""h"":0.02394313505424616,""type"":""5""},{""x"":0.16831683168316833,""y"":0.550993809058325,""w"":0.007823004522674478,""h"":0.014771369610079374,""type"":""5""},{""x"":0.8746689483763191,""y"":0.13477667957954698,""w"":0.01173450678401188,""h"":0.02587403304249182,""type"":""5""},{""x"":0.8268616985155306,""y"":0.021239877870702244,""w"":0.011082589740455529,""h"":0.01776426149186006,""type"":""5""},{""x"":0.9300275706583004,""y"":0.38984830382679847,""w"":0.009344144290972365,""h"":0.01853662068715832,""type"":""5""},{""x"":0.993480829564438,""y"":0.5918202333972947,""w"":0.006301864754376684,""h"":0.01969515948010572,""type"":""5""},{""x"":0.985440519360578,""y"":0.08573187067810724,""w"":0.013364299392902382,""h"":0.01216465732594765,""type"":""3""}]"
5ec3a8d3a2ac22245c05202b,"[{""x"":0.5065802876583955,""y"":0.14554143586401652,""w"":0.0065191704355620095,""h"":0.01448173491184244,""type"":""5""},{""x"":0.150307623354928,""y"":0.9698779913833677,""w"":0.008148963044452583,""h"":0.013323196118894978,""type"":""5""}]"
5ec3a8d3a2ac22245c05202a,"[{""x"":0.13050564315690827,""y"":0.8488106875203653,""w"":0.010756631218677424,""h"":0.02143296766952686,""type"":""5""},{""x"":0.17929076858303133,""y"":0.5394808298034122,""w"":0.009996061334528527,""h"":0.00965448994122828,""type"":""5""}]"
5ed075d1374949863bc83cb9,"[{""x"":0.7396677939398881,""y"":0.6003000937290066,""w"":0.005939688619067621,""h"":0.022398416663649598,""type"":""4""}]"
5ec3a8fe730e95cbc8085892,"[{""x"":0.014668133480014665,""y"":0.09123492994460736,""w"":0.011001100110011004,""h"":0.02867383512544802,""type"":""5""},{""x"":0.022002200220022004,""y"":0.06907787552948844,""w"":-0.008800880088008802,""h"":0.02346041055718475,""type"":""5""},{""x"":0.03226989365603227,""y"":0.04301075268817204,""w"":0.00953428676200953,""h"":0.018246985988921466,""type"":""5""},{""x"":0.05133846718005134,""y"":0.011730205278592375,""w"":0.008067473414008068,""h"":0.015640273704789837,""type"":""5""},{""x"":0.0594059405940594,""y"":0,""w"":0.007334066740007343,""h"":0.010426849136526556,""type"":""5""},{""x"":0.20946909505765388,""y"":0.47232178414974113,""w"":0.005867253392005893,""h"":0.013323196118894978,""type"":""5""},{""x"":0.19708267123008597,""y"":0.5007059845769523,""w"":0.008474921566230687,""h"":0.02317077585894792,""type"":""5""},{""x"":0.156663814529601,""y"":0.6408891785235868,""w"":0.008148963044452607,""h"":0.01679881249773726,""type"":""5""},{""x"":0.5011883904439829,""y"":0.09281182996834132,""w"":0.007533263614427237,""h"":0.011070481799275103,""type"":""5""}]"
5ed059bbfdc89b2c5d6345c4,"[{""x"":0.7309529306840157,""y"":0.001544718390596527,""w"":0.010213367015713947,""h"":0.01853662068715832,""type"":""1""},{""x"":0.742904743149213,""y"":0.1204880344665291,""w"":0.006953781797932848,""h"":0.01235774712477222,""type"":""1""},{""x"":0.7656131868330868,""y"":0.32670793961116573,""w"":0.007823004522674431,""h"":0.016219543101263563,""type"":""1""},{""x"":0.9229108095994788,""y"":0.0316667270072288,""w"":0.012386423827568044,""h"":0.02394313505424616,""type"":""1""}]"
5ec3a8fe730e95cbc8085895,[]
5ec3a8d3a2ac22245c052048,[]
5ecf4a5c6406e78f8db2cc35,"[{""x"":0.008945750542132402,""y"":0.07157195209763907,""w"":0.010140931788652116,""h"":0.01853662068715831,""type"":""5""},{""x"":0.17248638444091316,""y"":0.5873791680243293,""w"":0.008692227247416107,""h"":0.02394313505424616,""type"":""5""},{""x"":0.4935826916024935,""y"":0.9529343615365121,""w"":0.010430672696899367,""h"":0.018536620687158237,""type"":""3""},{""x"":0.08690869086908691,""y"":0.7790811339198435,""w"":0.01760176017601761,""h"":0.02737047898338232,""type"":""2""}]"
5ecf4a6600a5cc68b9b1259d,"[{""x"":0.5631137187792857,""y"":0.0005792693964736975,""w"":0.013364299392902195,""h"":0.019695159480105716,""type"":""3""},{""x"":0.6658721427698324,""y"":0.04228666594257992,""w"":0.0215132624373548,""h"":0.0231707758589479,""type"":""0""},{""x"":0.8416656480462861,""y"":0.6450526773107418,""w"":0.014342174958236628,""h"":0.025487853444842723,""type"":""5""},{""x"":0.83221285091472,""y"":0.8756018971072724,""w"":0.009452797131565027,""h"":0.018536620687158403,""type"":""5""},{""x"":0.8615491178747486,""y"":0.9803048405198943,""w"":0.010104714175121378,""h"":0.018536620687158403,""type"":""5""},{""x"":0.1918265900664142,""y"":0.1331595525143912,""w"":0.00586725339200587,""h"":0.00984757974005286,""type"":""4""}]"
5ec3a8d3a2ac22245c05214e,"[{""x"":0,""y"":0.10079287498642336,""w"":0.0055412948702277635,""h"":0.02548785344484268,""type"":""1""},{""x"":0.001303834087112415,""y"":0.13439049998189784,""w"":0.015320050523570876,""h"":0.01100611853300026,""type"":""1""},{""x"":0.014994092001792771,""y"":0.04112812714963253,""w"":0.01662388461068329,""h"":0.0243293146518953,""type"":""1""},{""x"":0.030966059568919856,""y"":0.001158538792947395,""w"":0.011734506784011734,""h"":0.016219543101263532,""type"":""1""},{""x"":0.22678564152711567,""y"":0.40400822240726636,""w"":0.016515231770090632,""h"":0.013130106320070481,""type"":""1""},{""x"":0.18750763965285402,""y"":0.5686494575383453,""w"":0.01216911814638253,""h"":0.023170775858947838,""type"":""1""},{""x"":0.1759904385500277,""y"":0.5520437348394326,""w"":0.008040310203859896,""h"":0.01621954310126352,""type"":""1""},{""x"":0.48421138410137327,""y"":0.5916150754860432,""w"":0.007388393160303686,""h"":0.012743926722421403,""type"":""1""},{""x"":0.7993046218202075,""y"":0.7870340200089302,""w"":0.01890559426312996,""h"":0.018536620687158403,""type"":""1""},{""x"":0.8961822108136737,""y"":0.15143067472816574,""w"":0.015971967567127224,""h"":0.0231707758589479,""type"":""1""}]"
5ece19feb95d3776aaddce77,[]
5ecf8c63b30c0470888d7b0f,"[{""x"":0.07138491626940471,""y"":0.07878063792042286,""w"":0.011408548262233635,""h"":0.016219543101263542,""type"":""5""}]"
5ec3a8d3a2ac22245c052148,"[{""x"":0.46477127196352647,""y"":0.34924796970028044,""w"":0.008688079504123791,""h"":0.021268072398849182,""type"":""0""}]"
5ec3a8d3a2ac22245c052147,"[{""x"":0.0879053327186107,""y"":0.9654758002840599,""w"":0.017458122022437374,""h"":0.024035835245274785,""type"":""3""}]"
5ecc95611b483913afdebbc5,[]
5ec3a8fe730e95cbc80858df,[]
5ec3a8d3a2ac22245c052152,[]
5ec3a8d3a2ac22245c05214c,"[{""x"":0.267285987858045,""y"":0.06690561529271206,""w"":0.009778755653343109,""h"":0.026936026936026942,""type"":""1""},{""x"":0.1739803609990627,""y"":0.8097703438205223,""w"":-0.010104714175121213,""h"":0.011585387929473836,""type"":""5""},{""x"":0.15833435195371365,""y"":0.9855182650881575,""w"":-0.008148963044452583,""h"":0.013323196118895144,""type"":""5""},{""x"":0.5029811623137626,""y"":0.71287546914787,""w"":0.007388393160303686,""h"":0.010813028734175681,""type"":""5""},{""x"":0.5313395537084574,""y"":0.8640647816275049,""w"":0.006953781797932942,""h"":0.014674824710666959,""type"":""5""},{""x"":0.8311806489290905,""y"":0.8985795831673968,""w"":0.009996061334528527,""h"":0.018536620687158237,""type"":""5""},{""x"":0.5156709086546517,""y"":0.12222584265595018,""w"":0.008257615885045269,""h"":0.021111151338152535,""type"":""5""},{""x"":0.5106004427603255,""y"":0.06944796431056885,""w"":0.0065191704355620095,""h"":0.022655869728749063,""type"":""5""},{""x"":0.5097312200355841,""y"":0.05013898442811226,""w"":0.008547356793292557,""h"":0.0169919022965618,""type"":""5""},{""x"":0.49147754281600997,""y"":0.016991902296561796,""w"":0.011155024967517304,""h"":0.02523040037974327,""type"":""5""},{""x"":0.7462684540058938,""y"":0.2049970030854141,""w"":0.006808911343809298,""h"":0.014159918580468132,""type"":""5""}]"
5ecf15a178dc312915a847cf,[]
5ec60d71d0e1c52c12cc2a38,[]
5ecf8f4b32f7a9f5ef7a67bf,"[{""x"":0.9299216228676811,""y"":0.0326668851742598,""w"":0.01696634393729821,""h"":0.02097672894133071,""type"":""3""}]"
5ecf21ad2e0a202dec9ca35b,"[{""x"":0.7754930587572357,""y"":0.3846826177209659,""w"":0.011638748014958266,""h"":0.022142102771404656,""type"":""1""},{""x"":0.7693458326929973,""y"":0.24440074292581682,""w"":0.014261564469033282,""h"":0.02884300229432971,""type"":""1""}]"
5ec3a8d3a2ac22245c0520aa,"[{""x"":0.7174769052131886,""y"":0.17502458210422814,""w"":0.009835561702781615,""h"":0.0227247896864416,""type"":""1""},{""x"":0.5052712463500846,""y"":0.6736589096471103,""w"":0.03417857691716606,""h"":0.05462689828471544,""type"":""0""}]"
5ecf844a5dac08d74c26608b,[]
5ec3a8fe730e95cbc808589e,"[{""x"":0.5093305626858977,""y"":0.42188914231925,""w"":0.008692227247416107,""h"":0.01119920833182484,""type"":""3""},{""x"":0.5044162852499245,""y"":0.11929731404044425,""w"":0.009271709063910496,""h"":0.01235774712477222,""type"":""4""},{""x"":0.5341509459587939,""y"":0.18572020483609492,""w"":0.0056499477108204275,""h"":0.01390246551536876,""type"":""4""}]"
5ed06f47a01012bb9b445504,"[{""x"":0.5501152604887046,""y"":0.1763720455952509,""w"":0.012950156241995822,""h"":0.016315233621035027,""type"":""3""}]"
5ecf2548296b11ac71c37c2a,[]
5ecf48c15043e9f9b445fec4,"[{""x"":0.8717381281696638,""y"":0.11471648639790231,""w"":0.018441678192715496,""h"":0.03605375286791218,""type"":""1""}]"
5ec3a8d3a2ac22245c052099,"[{""x"":0.10362764671528883,""y"":0.8073285624062209,""w"":0.004998030667264252,""h"":0.01776426149186008,""type"":""5""},{""x"":0.4912194923196024,""y"":0.3192619142439929,""w"":-0.011734506784011786,""h"":0.01737808189421092,""type"":""1""},{""x"":0.49230602072552987,""y"":0.10879403352521617,""w"":-0.007605698841489105,""h"":0.0158333635036144,""type"":""5""}]"
5ece0ba83ce6c11099a4b0b7,[]
5ed74a5293fbca4e834cb289,"[{""x"":0.4987346471272637,""y"":0.10716483834763404,""w"":0.005215336348449683,""h"":0.01911589008363202,""type"":""0""}]"
5ec578f072632e48a4700f0a,[]
5ed5c9f4c8e012fec27e337d,"[{""x"":0.4970709005056883,""y"":0.7391276363797271,""w"":0.017963936311326603,""h"":0.03321144539782536,""type"":""5""},{""x"":0.4940648385826238,""y"":0.6719323863887803,""w"":0.008981968155663302,""h"":0.013130106320070481,""type"":""5""}]"
5ed7030aeb0bc968bbe73479,[]
5ec578f072632e48a4700f11,[]
5ec578f072632e48a4700f10,"[{""x"":0.2721864154685175,""y"":0.24588024147495519,""w"":0.00998916616169963,""h"":0.028193832599118892,""type"":""5""}]"
5ec578f072632e48a4700f0f,[]
5ed7747d644f76bdc923fb7c,"[{""x"":0.36533906241392633,""y"":0.12713330070158266,""w"":0.021447327347178656,""h"":0.03524229074889868,""type"":""2""}]"
5ed76564b4fe5f2aa416a9b7,"[{""x"":0.4934354284874871,""y"":0.6715940610213751,""w"":0.03099579500174447,""h"":0.050122369065100265,""type"":""3""}]"
5ed89bc28c7e77a8ff276dc3,"[{""x"":0.4633087888748102,""y"":0.7948115516397453,""w"":0.010797113424778185,""h"":0.03210964268232982,""type"":""3""},{""x"":0.7921739290108155,""y"":0.7519986947299723,""w"":0.03349308654216927,""h"":0.059781367270354054,""type"":""3""}]"
5ec578f072632e48a4701003,"[{""x"":0.9732642905672156,""y"":0.2963833142981457,""w"":0.01038089816804082,""h"":0.026105400554739703,""type"":""5""},{""x"":0.5364402578086267,""y"":0.23478544623919073,""w"":0.008813970142676167,""h"":0.012269538260727686,""type"":""3""},{""x"":0.5533337005820893,""y"":0.25462555066079295,""w"":0.009254668649809986,""h"":0.0182737803883178,""type"":""3""},{""x"":0.08846614476537905,""y"":0.08063668171352951,""w"":0.009793300158529061,""h"":0.01218252025887856,""type"":""5""},{""x"":0.03679832534567289,""y"":0.2173274596182085,""w"":0.010136065664077562,""h"":0.009789525208027413,""type"":""5""},{""x"":0.0022034925356690356,""y"":0.30817425354870287,""w"":0.015644797003250152,""h"":0.014096916299559472,""type"":""5""}]"
5ed873d7f052f339a52f0505,[]
5ed72f22ab233d91a80fdf44,[]
5ed8939c4129c976dbda9efc,"[{""x"":0.534208201480829,""y"":0.7907797175540691,""w"":0.002154526034876301,""h"":0.013748844292162865,""type"":""5""},{""x"":0.4971269585750208,""y"":0.6722950393696031,""w"":0.004504918072923339,""h"":0.009223908196007977,""type"":""5""},{""x"":0.5008484126352618,""y"":0.6618528791477072,""w"":0.003721454060241068,""h"":0.005395116114646204,""type"":""5""},{""x"":0.5000771902477779,""y"":0.5450312116652469,""w"":0.012780256706880431,""h"":0.02218959047152883,""type"":""3""},{""x"":0.5291306473847478,""y"":0.08147785573140447,""w"":0.0055495367564998505,""h"":0.014851072315585306,""type"":""5""},{""x"":0.5187388677720852,""y"":0.11503779844455321,""w"":0.005778047093532114,""h"":0.0059172241257410135,""type"":""5""},{""x"":0.5106523675416486,""y"":0.24253327129272184,""w"":-0.009989166161699686,""h"":0.01775167237722304,""type"":""3""}]"
5ed88f5f94a83e47ebf536df,[]
5ed746cf7851dc9e9fa99ccf,"[{""x"":0.5105325347349555,""y"":0.11368161905796313,""w"":0.011734506784011786,""h"":0.03301835559900076,""type"":""5""},{""x"":0.8630974208531965,""y"":0.8335686615256503,""w"":0.008474921566230687,""h"":0.011585387929473836,""type"":""5""},{""x"":0.8627714623314183,""y"":0.8963107780312082,""w"":0.006845128957340185,""h"":0.019115890083632063,""type"":""5""},{""x"":0.8722242594629833,""y"":0.9385974439737881,""w"":0.0065191704355620095,""h"":0.01564027370478978,""type"":""5""}]"
5ed7246ac9a477f99c52ea52,"[{""x"":0.11221122112211221,""y"":0.5000543065059194,""w"":0.0107566312186774,""h"":0.013323196118895061,""type"":""5""}]"
